Date,HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,FTHG,FTAG,FTR
04/02/12,Wigan,Everton,2,8,1,4,4,3,12,8,2,0,0,0,3.5,3.4,2.1,1,1,D
05/02/12,Chelsea,Man United,19,14,10,10,6,6,14,13,2,1,0,0,2.5,3.3,2.88,3,3,D
05/02/12,Newcastle,Aston Villa,16,13,8,8,4,4,6,11,1,2,0,0,2.0,3.4,3.8,2,1,H
06/02/12,Liverpool,Tottenham,15,9,10,6,7,4,6,11,2,2,0,0,2.0,3.4,3.8,0,0,D
11/02/12,Blackburn,QPR,7,25,5,13,5,6,11,10,1,1,0,0,2.38,3.3,3.0,3,2,H
11/02/12,Bolton,Wigan,13,10,8,6,7,7,19,10,3,2,0,0,2.0,3.5,3.75,1,2,A
11/02/12,Everton,Chelsea,10,8,7,7,2,4,13,12,0,3,0,0,3.25,3.3,2.25,2,0,H
11/02/12,Fulham,Stoke,11,12,4,4,5,4,12,6,1,2,0,0,1.91,3.5,4.0,2,1,H
11/02/12,Man United,Liverpool,11,9,6,6,4,3,10,11,1,1,0,0,1.85,3.6,4.33,2,1,H
11/02/12,Sunderland,Arsenal,8,10,5,8,7,3,7,7,2,1,0,0,3.5,3.4,2.1,1,2,A
11/02/12,Swansea,Norwich,16,18,9,11,6,8,6,12,0,2,0,0,1.83,3.5,4.5,2,3,A
11/02/12,Tottenham,Newcastle,18,7,9,3,4,3,7,9,2,1,0,0,1.44,4.33,7.5,5,0,H
12/02/12,Aston Villa,Man City,9,17,5,10,5,8,15,5,3,0,0,0,5.5,3.6,1.67,0,1,A
12/02/12,Wolves,West Brom,10,26,8,16,12,8,6,11,1,0,0,0,2.5,3.25,2.88,1,5,A
25/02/12,Chelsea,Bolton,25,8,16,1,14,7,7,13,0,1,0,0,1.29,5.5,11.0,3,0,H
25/02/12,Man City,Blackburn,20,2,13,2,10,3,6,10,0,2,0,0,1.17,7.0,17.0,3,0,H
25/02/12,Newcastle,Wolves,13,7,8,6,3,3,8,8,1,1,0,0,1.57,4.0,6.0,2,2,D
25/02/12,QPR,Fulham,17,7,8,3,6,5,17,12,1,4,1,0,2.63,3.25,2.75,0,1,A
25/02/12,West Brom,Sunderland,18,10,13,4,7,0,6,8,1,1,0,0,2.4,3.25,3.0,4,0,H
25/02/12,Wigan,Aston Villa,14,10,6,3,14,7,8,8,0,4,0,0,2.75,3.25,2.63,0,0,D
26/02/12,Arsenal,Tottenham,21,8,13,4,7,5,15,12,3,3,0,1,2.5,3.4,2.75,5,2,H
26/02/12,Norwich,Man United,16,11,7,9,4,4,9,10,1,2,0,0,6.5,4.0,1.53,1,2,A
26/02/12,Stoke,Swansea,9,11,6,6,8,4,13,7,1,0,0,0,2.1,3.4,3.5,2,0,H
03/03/12,Blackburn,Aston Villa,15,17,9,12,4,8,9,5,1,0,0,0,2.38,3.4,3.0,1,1,D
03/03/12,Liverpool,Arsenal,12,10,4,7,12,0,11,9,0,1,0,0,2.0,3.5,3.75,1,2,A
03/03/12,Man City,Bolton,23,8,10,5,7,4,13,8,0,0,0,0,1.13,8.5,21.0,2,0,H
03/03/12,QPR,Everton,22,8,10,5,7,7,16,15,1,2,0,0,3.1,3.25,2.38,1,1,D
03/03/12,Stoke,Norwich,11,7,7,5,8,2,10,16,0,2,0,0,1.83,3.5,4.5,1,0,H
03/03/12,West Brom,Chelsea,19,13,11,6,14,5,9,10,3,1,0,0,4.2,3.4,1.91,1,0,H
03/03/12,Wigan,Swansea,14,12,8,8,8,4,15,7,2,2,0,1,2.5,3.25,2.88,0,2,A
04/03/12,Fulham,Wolves,25,8,19,3,7,7,7,9,1,2,0,0,1.57,3.75,6.5,5,0,H
04/03/12,Newcastle,Sunderland,24,7,12,6,19,4,14,14,5,3,0,1,2.1,3.4,3.5,1,1,D
04/03/12,Tottenham,Man United,18,6,9,5,7,3,8,10,1,2,0,0,2.88,3.4,2.4,1,3,A
10/03/12,Aston Villa,Fulham,19,5,8,1,10,4,9,11,2,0,0,0,2.5,3.25,2.88,1,0,H
10/03/12,Bolton,QPR,11,17,7,11,10,6,13,13,2,2,0,0,2.5,3.25,2.88,2,1,H
10/03/12,Chelsea,Stoke,21,8,11,3,14,1,12,15,1,2,0,1,1.4,4.5,8.5,1,0,H
10/03/12,Everton,Tottenham,9,21,5,9,0,8,13,11,2,2,0,0,2.88,3.25,2.5,1,0,H
10/03/12,Sunderland,Liverpool,6,9,1,5,3,2,13,15,1,1,0,0,3.8,3.4,2.0,1,0,H
10/03/12,Wolves,Blackburn,14,12,7,8,3,4,10,10,1,2,0,0,2.38,3.3,3.0,0,2,A
11/03/12,Man United,West Brom,20,6,9,3,8,5,5,13,0,1,0,1,1.29,5.5,11.0,2,0,H
11/03/12,Norwich,Wigan,13,18,6,9,3,5,12,7,4,4,0,0,1.83,3.6,4.33,1,1,D
11/03/12,Swansea,Man City,8,18,5,13,7,9,9,14,0,2,0,0,6.0,3.75,1.62,1,0,H
12/03/12,Arsenal,Newcastle,21,5,13,3,6,3,11,12,2,3,0,0,1.44,4.33,7.5,2,1,H
13/03/12,Liverpool,Everton,15,5,10,3,4,4,6,7,1,4,0,0,1.73,3.4,5.5,3,0,H
17/03/12,Fulham,Swansea,14,10,7,7,6,2,8,7,0,0,0,0,1.83,3.5,4.5,0,3,A
17/03/12,Wigan,West Brom,20,8,6,2,13,5,8,10,2,4,0,0,2.75,3.3,2.6,1,1,D
18/03/12,Newcastle,Norwich,15,12,10,5,4,5,8,15,0,3,0,0,1.8,3.6,4.5,1,0,H
18/03/12,Wolves,Man United,7,22,3,18,4,7,6,11,1,1,1,0,9.0,5.0,1.33,0,5,A
20/03/12,Blackburn,Sunderland,16,2,9,0,7,8,13,10,0,1,0,0,2.4,3.4,2.88,2,0,H
21/03/12,Everton,Arsenal,7,12,2,8,4,6,11,11,2,1,0,0,3.0,3.4,2.3,0,1,A
21/03/12,Man City,Chelsea,20,6,10,5,11,4,8,7,1,2,0,0,1.91,3.6,4.0,2,1,H
21/03/12,QPR,Liverpool,10,18,5,11,7,17,8,6,0,0,0,0,5.0,3.6,1.73,3,2,H
21/03/12,Tottenham,Stoke,24,8,18,2,13,1,10,10,1,1,0,0,1.4,4.5,8.5,1,1,D
24/03/12,Arsenal,Aston Villa,20,3,12,2,15,5,6,13,0,5,0,0,1.33,5.0,10.0,3,0,H
24/03/12,Bolton,Blackburn,12,10,6,4,11,4,8,3,0,2,0,0,2.4,3.4,2.9,2,1,H
24/03/12,Chelsea,Tottenham,10,19,5,7,6,5,9,11,1,2,0,0,1.83,3.6,4.33,0,0,D
24/03/12,Liverpool,Wigan,12,6,9,5,6,0,14,10,1,2,0,0,1.29,5.5,11.0,1,2,A
24/03/12,Norwich,Wolves,15,10,11,6,5,5,13,7,2,2,1,0,1.73,3.75,4.75,2,1,H
24/03/12,Stoke,Man City,10,16,3,11,5,7,15,12,1,2,0,0,6.0,3.75,1.62,1,1,D
24/03/12,Sunderland,QPR,15,10,8,6,5,2,11,9,2,3,0,1,2.0,3.4,3.8,3,1,H
24/03/12,Swansea,Everton,10,15,3,8,3,3,10,10,1,2,0,0,2.2,3.25,3.4,0,2,A
25/03/12,West Brom,Newcastle,14,10,6,7,10,4,10,4,0,1,0,0,2.3,3.4,3.1,1,3,A
26/03/12,Man United,Fulham,19,5,16,4,7,1,17,6,1,0,0,0,1.22,6.0,15.0,1,0,H
31/03/12,Aston Villa,Chelsea,9,12,5,9,6,4,13,5,1,0,0,0,4.5,3.5,1.83,2,4,A
31/03/12,Everton,West Brom,16,9,9,5,5,2,8,12,2,1,0,0,1.83,3.5,4.5,2,0,H
31/03/12,Fulham,Norwich,14,16,9,8,6,7,11,9,1,2,0,0,1.7,3.75,5.0,2,1,H
31/03/12,Man City,Sunderland,19,8,10,4,17,5,11,13,1,1,0,0,1.22,6.5,12.0,3,3,D
31/03/12,QPR,Arsenal,10,13,8,7,4,6,13,9,5,2,0,0,5.5,4.2,1.57,2,1,H
31/03/12,Wigan,Stoke,13,6,11,2,8,1,14,13,2,4,0,0,2.63,3.25,2.75,2,0,H
31/03/12,Wolves,Bolton,14,19,8,11,13,4,11,11,1,1,0,0,2.3,3.4,3.1,2,3,A
01/04/12,Newcastle,Liverpool,11,9,7,6,3,6,10,11,3,3,0,1,2.88,3.4,2.4,2,0,H
01/04/12,Tottenham,Swansea,15,11,10,7,7,7,11,12,0,0,0,0,1.4,4.5,8.5,3,1,H
02/04/12,Blackburn,Man United,11,14,6,6,2,10,8,5,1,1,0,0,9.0,4.75,1.36,0,2,A
06/04/12,Swansea,Newcastle,19,5,13,4,7,0,10,7,1,1,0,0,2.4,3.4,2.88,0,2,A
07/04/12,Bolton,Fulham,13,11,7,8,5,3,11,9,1,0,0,0,2.6,3.3,2.75,0,3,A
07/04/12,Chelsea,Wigan,19,13,10,7,5,3,14,11,2,2,0,0,1.25,6.0,12.0,2,1,H
07/04/12,Liverpool,Aston Villa,21,5,5,3,11,3,4,9,1,1,0,0,1.44,4.33,7.5,1,1,D
07/04/12,Norwich,Everton,14,9,11,5,2,4,7,17,0,3,0,0,3.0,3.3,2.4,2,2,D
07/04/12,Stoke,Wolves,14,9,6,5,3,8,7,11,1,1,0,0,1.57,4.0,6.0,2,1,H
07/04/12,Sunderland,Tottenham,12,15,9,8,11,4,12,10,2,2,0,0,3.3,3.4,2.2,0,0,D
07/04/12,West Brom,Blackburn,9,16,6,10,8,4,5,7,1,1,0,1,1.91,3.6,4.0,3,0,H
08/04/12,Arsenal,Man City,12,7,7,2,7,6,13,14,2,4,0,1,2.4,3.4,2.88,1,0,H
08/04/12,Man United,QPR,24,9,14,7,11,5,13,10,1,0,0,1,1.17,7.5,15.0,2,0,H
09/04/12,Aston Villa,Stoke,7,7,3,3,5,4,9,9,3,0,0,0,2.2,3.3,3.4,1,1,D
09/04/12,Everton,Sunderland,22,3,12,0,5,2,7,12,0,2,0,0,1.83,3.5,4.5,4,0,H
09/04/12,Fulham,Chelsea,11,12,9,4,7,11,5,16,1,3,0,0,3.5,3.4,2.1,1,1,D
09/04/12,Newcastle,Bolton,8,9,4,6,6,5,7,18,1,1,0,0,1.53,4.2,6.0,2,0,H
09/04/12,Tottenham,Norwich,13,12,9,6,10,3,12,12,1,2,0,0,1.29,5.5,11.0,1,2,A
10/04/12,Blackburn,Liverpool,10,16,4,12,4,4,16,12,4,5,0,1,3.5,3.4,2.1,2,3,A
11/04/12,Man City,West Brom,17,4,12,1,6,2,7,9,0,0,0,0,1.25,5.5,13.0,4,0,H
11/04/12,QPR,Swansea,16,9,8,6,6,9,9,10,2,0,0,0,2.1,3.4,3.5,3,0,H
11/04/12,Wigan,Man United,11,8,8,3,7,3,8,14,1,2,0,0,9.0,4.75,1.36,1,0,H
11/04/12,Wolves,Arsenal,9,10,6,7,6,4,9,4,3,0,1,0,7.0,4.5,1.44,0,3,A
14/04/12,Norwich,Man City,16,22,8,17,3,5,10,5,1,2,0,0,6.0,4.2,1.53,1,6,A
14/04/12,Sunderland,Wolves,15,12,6,8,8,4,4,11,0,1,0,0,1.5,4.2,6.5,0,0,D
14/04/12,Swansea,Blackburn,16,7,8,2,7,3,8,12,0,2,0,0,1.91,3.5,4.0,3,0,H
14/04/12,West Brom,QPR,15,16,10,6,6,8,13,11,3,1,0,0,2.1,3.4,3.5,1,0,H
15/04/12,Man United,Aston Villa,24,10,16,4,11,4,9,7,3,3,0,0,1.22,6.5,13.0,4,0,H
16/04/12,Arsenal,Wigan,18,12,8,7,9,3,15,13,2,3,0,0,1.25,6.0,12.0,1,2,A
21/04/12,Arsenal,Chelsea,13,13,8,7,7,7,11,11,3,4,0,0,2.0,3.6,3.6,0,0,D
21/04/12,Aston Villa,Sunderland,12,10,7,5,8,5,11,8,0,2,0,1,2.3,3.3,3.2,0,0,D
21/04/12,Blackburn,Norwich,9,12,6,5,9,7,8,13,1,1,0,0,2.1,3.4,3.5,2,0,H
21/04/12,Bolton,Swansea,7,20,5,12,8,10,19,7,2,1,0,0,2.2,3.3,3.4,1,1,D
21/04/12,Fulham,Wigan,15,9,9,5,4,0,11,16,1,2,0,0,1.91,3.6,4.0,2,1,H
21/04/12,Newcastle,Stoke,16,7,11,2,4,5,8,10,0,2,0,0,1.67,3.75,5.5,3,0,H
21/04/12,QPR,Tottenham,12,17,5,8,4,13,13,10,4,0,1,0,4.0,3.6,1.91,1,0,H
22/04/12,Liverpool,West Brom,28,9,12,4,15,3,10,8,2,0,0,0,1.44,4.33,7.5,0,1,A
22/04/12,Man United,Everton,20,17,11,10,5,2,8,11,1,2,0,0,1.3,5.0,11.0,4,4,D
22/04/12,Wolves,Man City,7,17,4,9,7,4,6,10,0,1,0,0,12.0,6.5,1.22,0,2,A
24/04/12,Aston Villa,Bolton,17,12,6,11,9,6,9,16,1,2,0,0,1.91,3.5,4.0,1,2,A
28/04/12,Everton,Fulham,11,6,7,5,3,5,13,8,1,1,0,0,1.83,3.5,4.5,4,0,H
28/04/12,Norwich,Liverpool,8,15,3,9,5,7,9,4,4,0,0,0,3.8,3.4,2.0,0,3,A
28/04/12,Stoke,Arsenal,6,17,4,10,2,6,8,10,1,2,0,0,4.33,3.6,1.83,1,1,D
28/04/12,Sunderland,Bolton,12,16,6,9,7,5,8,16,1,0,0,0,2.0,3.5,3.75,2,2,D
28/04/12,Swansea,Wolves,10,15,8,9,2,6,8,8,2,1,0,0,1.53,4.0,6.5,4,4,D
28/04/12,West Brom,Aston Villa,13,8,7,5,10,3,14,16,0,4,0,0,2.1,3.4,3.5,0,0,D
28/04/12,Wigan,Newcastle,10,11,8,3,4,1,14,12,2,1,0,0,2.8,3.4,2.5,4,0,H
29/04/12,Chelsea,QPR,25,11,18,7,8,5,9,8,0,1,0,0,1.4,4.5,8.5,6,1,H
29/04/12,Tottenham,Blackburn,19,0,8,0,6,1,5,14,0,0,0,0,1.36,5.0,8.0,2,0,H
30/04/12,Man City,Man United,12,4,5,2,8,8,11,14,3,2,0,0,2.1,3.5,3.4,1,0,H
01/05/12,Liverpool,Fulham,18,7,5,4,5,4,11,7,0,0,0,0,1.62,4.0,5.5,0,1,A
01/05/12,Stoke,Everton,10,11,5,4,4,6,6,14,2,1,0,0,2.75,3.25,2.6,1,1,D
02/05/12,Bolton,Tottenham,14,13,8,10,4,7,6,9,2,1,0,0,4.0,3.6,1.91,1,4,A
02/05/12,Chelsea,Newcastle,17,12,6,6,4,4,9,5,0,3,0,0,1.5,4.33,6.5,0,2,A
05/05/12,Arsenal,Norwich,20,12,13,6,6,1,8,15,2,3,0,0,1.22,6.5,12.0,3,3,D
06/05/12,Aston Villa,Tottenham,4,21,2,10,4,19,10,8,1,2,0,1,4.2,3.75,1.83,1,1,D
06/05/12,Bolton,West Brom,11,17,6,13,4,4,14,8,1,4,0,0,2.0,3.5,3.75,2,2,D
06/05/12,Fulham,Sunderland,20,12,15,7,8,2,9,13,0,0,0,0,1.83,3.6,4.33,2,1,H
06/05/12,Man United,Swansea,26,13,18,9,16,3,12,6,1,0,0,0,1.17,7.0,17.0,2,0,H
06/05/12,Newcastle,Man City,14,19,9,12,2,6,12,7,4,3,0,0,5.0,4.0,1.67,0,2,A
06/05/12,QPR,Stoke,21,8,12,1,7,3,11,14,0,0,0,0,1.83,3.75,4.2,1,0,H
06/05/12,Wolves,Everton,7,18,1,10,3,7,7,10,0,0,0,0,5.0,3.75,1.7,0,0,D
07/05/12,Blackburn,Wigan,12,19,7,9,5,6,14,12,2,1,0,0,2.4,3.5,2.88,0,1,A
08/05/12,Liverpool,Chelsea,23,9,13,5,7,4,15,13,2,4,0,0,2.1,3.5,3.4,4,1,H
13/05/12,Chelsea,Blackburn,18,8,6,5,8,2,13,4,1,0,0,0,1.3,5.5,10.0,2,1,H
13/05/12,Everton,Newcastle,17,11,11,5,4,3,15,16,2,1,0,0,2.2,3.5,3.2,3,1,H
13/05/12,Man City,QPR,35,3,24,3,19,0,4,6,1,1,0,1,1.13,9.0,19.0,3,2,H
13/05/12,Norwich,Aston Villa,21,9,12,5,9,6,6,10,1,2,0,0,2.2,3.4,3.25,2,0,H
13/05/12,Stoke,Bolton,12,20,8,8,5,9,10,5,1,1,0,0,2.38,3.5,2.88,2,2,D
13/05/12,Sunderland,Man United,6,17,5,9,1,9,14,11,3,3,0,0,7.0,4.5,1.44,0,1,A
13/05/12,Swansea,Liverpool,13,14,8,9,6,5,5,5,1,1,0,0,3.4,3.5,2.1,1,0,H
13/05/12,Tottenham,Fulham,15,10,9,7,9,3,8,12,0,2,0,0,1.4,4.5,8.5,2,0,H
13/05/12,West Brom,Arsenal,12,12,8,8,9,5,12,10,0,1,0,0,5.0,4.0,1.67,2,3,A
13/05/12,Wigan,Wolves,14,10,10,7,9,2,15,9,1,2,0,0,1.57,4.0,6.0,3,2,H
