Date,HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,FTHG,FTAG,FTR
20/01/07,Portsmouth,Charlton,9,8,3,5,10,7,9,11,0,3,0,0,1.57,3.8,5.5,0,1,A
20/01/07,Reading,Sheffield United,17,4,10,1,7,2,12,8,1,1,0,1,1.83,3.3,4.33,3,1,H
21/01/07,Arsenal,Man United,18,10,11,6,8,6,13,11,1,3,0,0,2.5,3.1,2.8,2,1,H
21/01/07,Wigan,Everton,13,8,6,5,6,6,11,17,0,1,0,0,2.5,3.2,2.75,0,2,A
23/01/07,Watford,Blackburn,15,15,7,3,9,6,14,7,2,0,0,0,3.4,3.25,2.1,2,1,H
30/01/07,Portsmouth,Middlesbrough,15,3,4,3,10,5,10,10,0,1,0,0,1.9,3.3,4.0,0,0,D
30/01/07,Reading,Wigan,19,21,12,14,4,3,11,11,1,1,0,0,1.8,3.3,4.5,3,2,H
30/01/07,Sheffield United,Fulham,16,7,8,0,5,4,14,10,1,1,0,0,2.4,3.2,2.87,2,0,H
30/01/07,West Ham,Liverpool,13,15,6,9,4,9,11,8,1,1,0,0,5.0,3.6,1.66,1,2,A
31/01/07,Bolton,Charlton,12,4,7,2,10,0,7,11,0,1,0,0,1.5,4.0,6.0,1,1,D
31/01/07,Chelsea,Blackburn,18,6,15,4,3,9,12,11,0,1,0,0,1.28,5.0,10.0,3,0,H
31/01/07,Man United,Watford,21,2,10,1,7,2,11,11,2,2,0,0,1.14,7.0,17.0,4,0,H
31/01/07,Newcastle,Aston Villa,8,14,4,9,3,7,15,15,1,1,0,0,2.1,3.2,3.5,3,1,H
03/02/07,Aston Villa,West Ham,17,7,6,2,9,6,13,21,0,1,0,0,1.83,3.3,4.33,1,0,H
03/02/07,Blackburn,Sheffield United,11,11,6,5,7,6,18,19,1,4,1,0,1.72,3.5,4.75,2,1,H
03/02/07,Charlton,Chelsea,8,17,5,8,6,5,7,8,0,1,0,0,8.0,4.5,1.36,0,1,A
03/02/07,Fulham,Newcastle,15,8,9,4,8,6,12,13,1,3,0,0,2.3,3.25,3.0,2,1,H
03/02/07,Liverpool,Everton,25,6,10,4,6,4,13,18,0,3,0,0,1.57,3.6,6.0,0,0,D
03/02/07,Man City,Reading,16,7,7,3,5,6,12,13,0,0,0,0,2.2,3.2,3.25,0,2,A
03/02/07,Middlesbrough,Arsenal,3,11,1,4,3,6,14,5,2,1,0,1,4.33,3.4,1.8,1,1,D
03/02/07,Watford,Bolton,7,7,3,4,5,4,8,9,0,3,0,0,3.25,3.2,2.2,0,1,A
03/02/07,Wigan,Portsmouth,15,5,8,4,6,6,10,8,1,0,0,0,2.6,3.1,2.7,1,0,H
04/02/07,Tottenham,Man United,10,12,5,7,5,7,8,16,2,3,0,0,4.75,3.5,1.72,0,4,A
10/02/07,Chelsea,Middlesbrough,15,3,5,0,5,1,6,11,0,1,0,0,1.28,5.0,10.0,3,0,H
10/02/07,Everton,Blackburn,15,8,8,4,3,10,15,13,2,1,0,0,2.1,3.2,3.5,1,0,H
10/02/07,Man United,Charlton,18,8,11,2,5,3,11,8,0,1,0,0,1.14,7.0,19.0,2,0,H
10/02/07,Newcastle,Liverpool,7,13,3,9,3,4,9,14,1,1,0,0,3.8,3.4,1.9,2,1,H
10/02/07,Portsmouth,Man City,17,6,10,3,13,8,12,12,3,3,0,0,1.9,3.25,4.0,2,1,H
10/02/07,Reading,Aston Villa,12,17,9,7,12,8,13,11,2,1,0,0,2.1,3.2,3.5,2,0,H
10/02/07,Sheffield United,Tottenham,16,6,5,1,13,3,14,11,3,5,0,0,2.8,3.25,2.4,2,1,H
10/02/07,West Ham,Watford,23,8,10,5,10,4,17,23,4,2,0,0,1.83,3.3,4.33,0,1,A
11/02/07,Arsenal,Wigan,10,8,3,2,10,1,9,15,6,3,0,0,1.25,5.0,13.0,2,1,H
11/02/07,Bolton,Fulham,7,7,4,6,9,8,14,11,1,4,0,0,1.66,3.6,5.0,2,1,H
21/02/07,Everton,Tottenham,10,8,3,4,5,1,7,14,2,1,0,0,2.3,3.25,3.0,1,2,A
21/02/07,Watford,Wigan,10,16,6,13,8,3,11,11,1,1,0,1,2.4,3.25,2.8,1,1,D
24/02/07,Charlton,West Ham,12,11,5,8,7,6,13,7,3,2,0,0,2.3,3.25,3.0,4,0,H
24/02/07,Fulham,Man United,16,16,6,8,3,7,16,12,3,2,0,0,7.5,4.33,1.4,1,2,A
24/02/07,Liverpool,Sheffield United,8,6,4,2,5,1,12,9,0,2,0,0,1.3,4.75,8.5,4,0,H
24/02/07,Middlesbrough,Reading,9,10,6,4,9,5,9,12,1,1,0,0,2.25,3.2,3.1,2,1,H
24/02/07,Watford,Everton,11,13,3,5,5,9,10,17,2,1,0,0,3.1,3.2,2.25,0,3,A
25/02/07,Blackburn,Portsmouth,13,13,11,6,7,4,11,16,2,3,0,0,2.3,3.1,3.1,3,0,H
25/02/07,Tottenham,Bolton,14,10,10,6,5,5,2,17,0,4,1,0,2.1,3.25,3.4,4,1,H
25/02/07,Wigan,Newcastle,7,5,4,2,8,6,11,12,6,2,0,0,2.5,3.25,2.7,1,0,H
03/03/07,Arsenal,Reading,16,7,9,4,16,7,8,14,1,1,0,0,1.5,3.75,7.0,2,1,H
03/03/07,Fulham,Aston Villa,13,9,7,4,5,8,10,21,0,2,0,0,2.37,3.2,2.9,1,1,D
03/03/07,Liverpool,Man United,15,5,8,3,12,2,11,12,2,2,0,1,2.6,3.1,2.7,0,1,A
03/03/07,Man City,Wigan,4,9,3,5,9,4,13,14,3,2,0,0,2.0,3.2,3.75,0,1,A
03/03/07,Newcastle,Middlesbrough,11,7,8,4,8,2,12,14,0,3,0,0,2.0,3.2,3.75,0,0,D
03/03/07,Portsmouth,Chelsea,8,10,5,5,7,5,8,10,0,2,0,0,6.0,3.75,1.5,0,2,A
03/03/07,Sheffield United,Everton,8,7,6,2,5,6,18,10,3,2,0,0,2.6,3.2,2.62,1,1,D
03/03/07,Watford,Charlton,14,13,10,5,8,1,18,10,2,2,0,0,2.5,3.1,2.8,2,2,D
04/03/07,Bolton,Blackburn,15,10,10,2,8,0,14,8,1,0,0,0,2.0,3.2,3.75,1,2,A
04/03/07,West Ham,Tottenham,12,12,6,7,6,3,15,12,6,1,0,0,3.2,3.25,2.2,3,4,A
14/03/07,Aston Villa,Arsenal,11,10,6,5,6,4,12,14,1,1,0,0,3.6,3.3,2.0,0,1,A
14/03/07,Man City,Chelsea,8,5,2,3,5,4,10,13,3,2,0,0,7.0,3.75,1.5,0,1,A
17/03/07,Blackburn,West Ham,9,10,3,7,10,9,18,22,4,4,1,0,1.72,3.5,4.75,1,2,A
17/03/07,Chelsea,Sheffield United,13,7,8,4,5,1,7,10,0,0,0,0,1.16,6.5,15.0,3,0,H
17/03/07,Man United,Bolton,15,7,7,0,1,5,14,13,1,2,0,0,1.3,5.0,9.0,4,1,H
17/03/07,Middlesbrough,Man City,11,14,5,8,10,3,13,21,1,2,0,0,1.95,3.3,3.8,0,2,A
17/03/07,Reading,Portsmouth,5,10,0,5,10,4,11,15,1,1,0,0,2.0,3.3,3.6,0,0,D
17/03/07,Tottenham,Watford,17,2,11,2,5,4,5,8,0,0,0,0,1.4,4.0,7.0,3,1,H
17/03/07,Wigan,Fulham,6,3,3,0,7,1,13,6,1,0,0,0,2.1,3.25,3.4,0,0,D
18/03/07,Aston Villa,Liverpool,9,7,3,3,2,6,11,12,2,3,0,0,4.0,3.25,1.9,0,0,D
18/03/07,Charlton,Newcastle,10,12,4,6,5,5,14,20,1,2,0,0,2.4,3.25,2.8,2,0,H
18/03/07,Everton,Arsenal,11,18,4,9,5,4,17,13,6,0,0,0,3.1,3.3,2.2,1,0,H
31/03/07,Bolton,Sheffield United,19,7,12,4,11,4,8,12,1,3,0,0,1.61,3.6,5.5,1,0,H
31/03/07,Charlton,Wigan,4,6,1,1,4,9,10,15,1,3,0,0,2.1,3.25,3.4,1,0,H
31/03/07,Fulham,Portsmouth,13,10,9,7,6,4,14,22,1,0,0,0,2.3,3.25,3.0,1,1,D
31/03/07,Liverpool,Arsenal,12,11,7,3,2,7,17,8,1,3,0,0,2.2,3.2,3.25,4,1,H
31/03/07,Man United,Blackburn,27,6,17,3,8,1,7,12,1,3,0,0,1.33,4.5,9.5,4,1,H
31/03/07,Newcastle,Man City,15,7,6,5,8,1,9,16,1,3,0,0,1.9,3.3,4.0,0,1,A
31/03/07,Watford,Chelsea,12,13,6,8,5,10,18,9,1,3,0,0,9.5,4.5,1.33,0,1,A
31/03/07,West Ham,Middlesbrough,9,10,6,3,3,4,11,17,0,1,0,0,2.2,3.2,3.25,2,0,H
01/04/07,Tottenham,Reading,18,6,7,3,5,7,7,6,1,0,0,0,1.72,3.4,5.0,1,0,H
02/04/07,Aston Villa,Everton,17,18,10,8,5,6,18,16,3,3,0,0,2.37,3.2,2.9,1,1,D
06/04/07,Everton,Fulham,14,15,10,8,4,10,18,12,0,0,0,0,1.66,3.4,5.5,4,1,H
06/04/07,Man City,Charlton,13,3,6,1,14,7,12,11,0,0,0,0,2.1,3.2,3.5,0,0,D
07/04/07,Arsenal,West Ham,29,6,15,5,14,1,10,15,0,1,0,0,1.4,4.33,7.5,0,1,A
07/04/07,Blackburn,Aston Villa,10,9,3,7,4,10,17,12,2,1,0,0,2.0,3.2,3.75,1,2,A
07/04/07,Chelsea,Tottenham,11,6,8,5,11,7,13,11,2,1,0,0,1.44,4.0,7.5,1,0,H
07/04/07,Middlesbrough,Watford,24,6,14,3,9,3,7,14,0,0,0,0,1.61,3.6,5.5,4,1,H
07/04/07,Portsmouth,Man United,14,15,9,7,8,7,13,2,3,1,0,0,6.0,4.0,1.5,2,1,H
07/04/07,Reading,Liverpool,8,4,4,3,7,6,10,16,2,1,0,0,3.8,3.4,1.9,1,2,A
07/04/07,Sheffield United,Newcastle,17,10,11,3,5,4,11,13,1,1,0,0,2.37,3.25,2.87,1,2,A
07/04/07,Wigan,Bolton,17,10,9,9,9,5,7,13,0,3,0,0,2.5,3.25,2.7,1,3,A
09/04/07,Aston Villa,Wigan,13,2,7,1,13,1,11,11,2,3,0,1,1.9,3.25,4.0,1,1,D
09/04/07,Bolton,Everton,7,9,4,7,7,7,16,19,3,1,0,0,2.1,3.2,3.4,1,1,D
09/04/07,Charlton,Reading,8,14,5,6,1,11,13,13,1,0,0,0,2.25,3.25,3.1,0,0,D
09/04/07,Fulham,Man City,12,7,5,5,7,4,12,15,1,3,0,0,2.2,3.25,3.2,1,3,A
09/04/07,Newcastle,Arsenal,8,6,4,2,3,6,13,14,1,2,0,0,3.2,3.25,2.2,0,0,D
09/04/07,Watford,Portsmouth,15,10,10,6,6,2,13,15,0,0,0,0,3.0,3.25,2.3,4,2,H
14/04/07,Arsenal,Bolton,19,6,9,2,2,5,7,18,2,3,0,1,1.66,3.6,5.0,2,1,H
14/04/07,Man City,Liverpool,7,11,1,3,4,4,12,15,1,2,0,0,4.0,3.5,1.83,0,0,D
14/04/07,Middlesbrough,Aston Villa,13,9,5,7,2,4,20,8,2,1,0,0,2.1,3.25,3.4,1,3,A
14/04/07,Portsmouth,Newcastle,21,7,7,3,10,5,13,8,2,0,0,0,2.1,3.25,3.4,2,1,H
14/04/07,Reading,Fulham,12,13,6,5,10,6,8,7,2,1,0,0,1.9,3.25,4.0,1,0,H
14/04/07,Sheffield United,West Ham,6,11,5,3,4,2,11,8,2,3,0,0,2.4,3.25,2.8,3,0,H
15/04/07,Everton,Charlton,18,7,11,4,7,4,7,15,0,3,0,0,1.72,3.5,4.75,2,1,H
15/04/07,Wigan,Tottenham,21,10,11,6,5,5,18,6,3,0,0,0,3.0,3.3,2.25,3,3,D
17/04/07,Arsenal,Man City,12,9,10,6,7,3,8,8,0,0,0,0,1.4,4.33,7.5,3,1,H
17/04/07,Man United,Sheffield United,13,10,10,3,4,1,10,13,5,3,0,0,1.14,7.0,17.0,2,0,H
18/04/07,Blackburn,Watford,18,4,10,4,5,4,8,14,0,0,0,0,1.61,3.6,5.5,3,1,H
18/04/07,Liverpool,Middlesbrough,18,5,7,2,8,2,8,13,0,1,0,0,1.36,4.5,8.0,2,0,H
18/04/07,West Ham,Chelsea,14,14,10,7,9,5,21,9,5,2,0,0,7.0,4.2,1.44,1,4,A
21/04/07,Bolton,Reading,18,10,15,7,7,4,17,13,0,2,0,0,1.83,3.3,4.33,1,3,A
21/04/07,Charlton,Sheffield United,10,15,2,10,8,3,16,13,5,3,0,0,2.05,3.25,3.6,1,1,D
21/04/07,Fulham,Blackburn,13,18,6,9,7,11,17,15,1,1,0,0,2.25,3.2,3.1,1,1,D
21/04/07,Liverpool,Wigan,23,4,12,3,12,3,10,10,2,2,0,0,1.36,4.5,8.0,2,0,H
21/04/07,Man United,Middlesbrough,21,10,9,5,6,7,10,17,2,5,0,0,1.2,6.0,13.0,1,1,D
21/04/07,Tottenham,Arsenal,7,17,3,5,4,6,10,6,2,2,0,0,2.7,3.25,2.5,2,2,D
21/04/07,Watford,Man City,4,4,1,1,5,3,9,6,1,1,0,0,2.62,3.25,2.6,1,1,D
21/04/07,West Ham,Everton,15,10,7,2,5,7,16,10,2,1,0,0,2.4,3.4,2.75,1,0,H
22/04/07,Aston Villa,Portsmouth,17,5,8,2,15,3,10,20,0,1,0,0,2.2,2.5,3.2,0,0,D
22/04/07,Newcastle,Chelsea,11,12,3,4,4,2,15,16,0,3,0,0,6.0,3.8,1.53,0,0,D
28/04/07,Blackburn,Charlton,16,8,9,3,7,2,14,5,1,1,0,1,2.1,3.25,3.4,4,1,H
28/04/07,Chelsea,Bolton,11,6,3,3,11,2,8,10,0,3,0,0,1.28,5.0,10.0,2,2,D
28/04/07,Everton,Man United,8,18,3,12,4,9,17,11,1,1,0,0,5.0,3.6,1.66,2,4,A
28/04/07,Man City,Aston Villa,14,15,7,7,5,6,14,8,1,0,0,0,2.3,3.25,3.0,0,2,A
28/04/07,Middlesbrough,Tottenham,16,11,8,5,7,3,11,9,1,1,0,0,2.7,3.25,2.5,2,3,A
28/04/07,Portsmouth,Liverpool,9,11,7,4,7,6,12,7,1,1,0,0,3.2,3.25,2.2,2,1,H
28/04/07,Sheffield United,Watford,11,13,6,3,5,7,13,17,1,4,0,0,1.57,3.8,5.5,1,0,H
28/04/07,Wigan,West Ham,9,12,6,7,5,1,5,17,1,2,0,0,2.1,3.25,3.4,0,3,A
29/04/07,Arsenal,Fulham,10,7,5,1,7,6,6,10,2,4,0,0,1.33,4.5,9.5,3,1,H
30/04/07,Reading,Newcastle,13,18,8,11,8,10,14,11,2,0,0,0,2.0,3.3,3.6,1,0,H
05/05/07,Aston Villa,Sheffield United,19,9,11,2,13,5,14,14,2,2,0,0,1.9,3.4,4.0,3,0,H
05/05/07,Everton,Portsmouth,13,12,7,5,9,8,9,19,3,3,0,0,1.95,3.3,3.8,3,0,H
05/05/07,Fulham,Liverpool,7,9,5,5,4,14,17,15,2,2,1,0,3.2,3.25,2.2,1,0,H
05/05/07,Man City,Man United,4,6,3,3,5,3,13,10,2,2,0,0,6.0,4.0,1.5,0,1,A
05/05/07,Newcastle,Blackburn,14,8,6,6,5,2,12,20,1,3,0,0,2.25,3.3,3.0,0,2,A
05/05/07,Reading,Watford,15,4,7,4,14,2,10,16,0,2,0,0,1.4,4.33,7.5,0,2,A
05/05/07,West Ham,Bolton,9,8,6,3,5,3,17,21,2,5,0,0,2.15,3.25,3.3,3,1,H
05/05/07,Wigan,Middlesbrough,15,7,7,3,5,3,17,8,3,0,0,0,2.1,3.25,3.4,0,1,A
06/05/07,Arsenal,Chelsea,7,9,4,4,3,7,19,13,1,2,0,1,2.7,3.25,2.5,1,1,D
07/05/07,Charlton,Tottenham,7,9,4,6,11,5,7,4,0,0,0,0,2.87,3.25,2.37,0,2,A
09/05/07,Chelsea,Man United,15,5,10,0,8,1,12,20,3,4,0,0,2.1,3.2,3.2,0,0,D
10/05/07,Tottenham,Blackburn,15,10,7,4,6,6,4,17,0,3,0,1,1.8,3.4,4.33,1,1,D
13/05/07,Blackburn,Reading,15,12,6,7,5,10,16,7,2,0,0,0,2.0,3.4,3.5,3,3,D
13/05/07,Bolton,Aston Villa,10,8,2,3,7,6,10,11,2,1,0,0,1.86,3.4,4.0,2,2,D
13/05/07,Chelsea,Everton,14,8,10,5,9,2,13,5,2,1,0,0,1.72,3.5,4.75,1,1,D
13/05/07,Liverpool,Charlton,22,8,7,4,9,2,5,12,0,0,0,0,1.36,4.5,8.0,2,2,D
13/05/07,Man United,West Ham,28,6,20,4,14,3,13,11,0,2,0,0,1.57,3.6,6.0,0,1,A
13/05/07,Middlesbrough,Fulham,21,8,10,5,10,3,11,12,1,0,0,0,1.9,3.25,4.0,3,1,H
13/05/07,Portsmouth,Arsenal,9,14,4,6,2,6,18,15,0,0,0,0,2.7,3.5,2.37,0,0,D
13/05/07,Sheffield United,Wigan,9,9,5,3,10,3,11,15,3,5,0,1,2.3,3.4,2.87,1,2,A
13/05/07,Tottenham,Man City,8,10,3,5,6,6,11,13,1,1,0,0,1.5,3.75,7.0,2,1,H
13/05/07,Watford,Newcastle,11,1,2,1,8,5,13,6,2,4,0,0,2.8,3.3,2.37,1,1,D
