Date,HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,FTHG,FTAG,FTR
26/08/06,Wigan,Reading,15,5,5,3,4,10,12,14,2,2,0,0,1.9,3.25,4.0,1,0,H
27/08/06,Aston Villa,Newcastle,9,8,7,5,2,3,14,12,2,2,0,0,2.37,3.1,3.0,2,0,H
27/08/06,Blackburn,Chelsea,12,14,3,8,7,3,10,15,3,1,0,0,6.5,3.6,1.53,0,2,A
28/08/06,Middlesbrough,Portsmouth,19,10,8,7,8,6,15,9,2,1,0,0,2.0,3.2,3.75,0,4,A
09/09/06,Arsenal,Middlesbrough,20,1,12,1,15,0,5,17,1,6,0,1,1.33,4.33,10.0,1,1,D
09/09/06,Bolton,Watford,7,15,2,6,6,6,13,15,3,1,0,0,1.66,3.4,5.5,1,0,H
09/09/06,Chelsea,Charlton,19,3,6,2,6,3,12,7,2,1,0,0,1.2,5.5,17.0,2,1,H
09/09/06,Everton,Liverpool,8,21,6,5,2,11,22,13,1,3,0,0,3.75,3.2,2.0,3,0,H
09/09/06,Man United,Tottenham,10,9,5,4,5,4,12,17,2,2,0,0,1.5,3.75,7.0,1,0,H
09/09/06,Newcastle,Fulham,15,8,7,5,4,7,16,12,1,1,0,0,1.72,3.4,5.0,1,2,A
09/09/06,Portsmouth,Wigan,9,11,7,5,6,9,14,5,0,1,0,0,1.83,3.25,4.5,1,0,H
09/09/06,Sheffield United,Blackburn,14,12,9,1,7,6,12,11,2,2,0,0,2.62,3.2,2.62,0,0,D
10/09/06,West Ham,Aston Villa,7,10,1,6,3,5,15,9,2,2,0,0,2.1,3.2,3.5,1,1,D
11/09/06,Reading,Man City,12,15,7,8,6,4,6,16,0,4,0,1,2.3,3.1,3.1,1,0,H
16/09/06,Bolton,Middlesbrough,13,14,3,7,9,4,7,19,0,1,0,0,2.0,3.2,3.75,0,0,D
16/09/06,Charlton,Portsmouth,18,12,5,5,9,4,6,10,0,2,0,0,2.3,3.25,3.0,0,1,A
16/09/06,Everton,Wigan,14,10,9,7,4,2,14,23,1,5,0,0,1.72,3.4,5.0,2,2,D
16/09/06,Sheffield United,Reading,14,8,7,2,8,7,12,6,2,1,0,0,2.5,3.1,2.8,1,2,A
16/09/06,Watford,Aston Villa,12,9,5,4,7,1,12,10,1,0,0,0,2.75,3.2,2.5,0,0,D
17/09/06,Blackburn,Man City,11,15,5,8,4,3,11,11,2,3,0,0,2.0,3.2,3.75,4,2,H
17/09/06,Chelsea,Liverpool,4,9,3,6,1,3,13,17,3,2,1,0,1.83,3.25,4.5,1,0,H
17/09/06,Man United,Arsenal,17,14,9,7,10,5,11,11,2,2,0,0,1.9,3.25,4.0,0,1,A
17/09/06,Tottenham,Fulham,18,8,8,3,12,2,11,20,2,2,0,0,1.61,3.4,6.0,0,0,D
17/09/06,West Ham,Newcastle,10,16,7,9,5,6,11,11,3,3,0,0,2.1,3.2,3.5,0,2,A
20/09/06,Liverpool,Newcastle,22,11,11,6,8,6,12,13,1,1,0,0,1.53,3.6,6.5,2,0,H
23/09/06,Arsenal,Sheffield United,14,5,11,4,7,2,11,8,2,1,0,0,1.2,5.5,17.0,3,0,H
23/09/06,Aston Villa,Charlton,12,8,5,3,4,4,10,14,0,1,0,0,1.8,3.4,4.33,2,0,H
23/09/06,Fulham,Chelsea,7,13,4,5,5,7,19,9,2,1,0,0,7.5,4.33,1.4,0,2,A
23/09/06,Liverpool,Tottenham,14,5,6,1,6,0,12,9,1,0,0,0,1.61,3.75,5.25,3,0,H
23/09/06,Man City,West Ham,17,4,8,0,4,6,12,15,0,0,0,0,2.25,3.2,3.1,2,0,H
23/09/06,Middlesbrough,Blackburn,13,13,7,7,6,7,14,17,1,3,0,0,2.1,3.1,3.5,0,1,A
23/09/06,Reading,Man United,3,18,1,8,2,6,6,10,0,0,0,0,7.0,3.75,1.5,1,1,D
23/09/06,Wigan,Watford,8,10,4,4,4,3,15,15,2,2,0,0,1.83,3.3,4.33,1,1,D
24/09/06,Newcastle,Everton,21,12,13,5,9,6,12,18,2,4,1,1,2.2,3.2,3.25,1,1,D
25/09/06,Portsmouth,Bolton,13,4,5,3,11,2,8,13,2,2,0,0,1.9,3.25,4.0,0,1,A
30/09/06,Bolton,Liverpool,4,13,3,6,1,10,15,12,2,1,0,0,3.75,3.2,2.0,2,0,H
30/09/06,Charlton,Arsenal,10,21,6,12,4,7,19,8,4,4,0,0,6.5,3.6,1.53,1,2,A
30/09/06,Chelsea,Aston Villa,18,9,10,5,7,5,13,14,0,2,0,0,1.3,5.0,8.5,1,1,D
30/09/06,Everton,Man City,14,11,10,5,8,4,14,17,2,2,0,0,1.83,3.3,4.33,1,1,D
30/09/06,Sheffield United,Middlesbrough,13,7,7,2,10,4,8,12,1,3,0,0,2.6,3.25,2.6,2,1,H
01/10/06,Blackburn,Wigan,12,11,8,6,5,4,16,17,3,4,0,0,1.9,3.25,4.0,2,1,H
01/10/06,Man United,Newcastle,24,3,11,3,8,3,5,13,1,3,0,0,1.3,4.33,13.0,2,0,H
01/10/06,Tottenham,Portsmouth,8,9,6,6,6,10,8,10,0,0,0,0,1.8,3.25,4.5,2,1,H
01/10/06,West Ham,Reading,13,2,8,1,10,5,8,7,4,2,0,0,1.9,3.25,4.0,0,1,A
02/10/06,Watford,Fulham,9,9,4,3,3,2,24,12,1,3,0,0,2.4,3.2,2.87,3,3,D
14/10/06,Arsenal,Watford,15,9,7,3,8,4,6,14,0,1,0,0,1.16,6.5,15.0,3,0,H
14/10/06,Aston Villa,Tottenham,12,10,6,5,2,2,13,11,0,1,0,1,2.25,3.1,3.2,1,1,D
14/10/06,Liverpool,Blackburn,18,5,9,3,8,1,6,15,1,3,0,0,1.44,4.0,7.5,1,1,D
14/10/06,Man City,Sheffield United,14,7,6,3,3,4,14,12,0,1,0,0,1.66,3.6,5.0,0,0,D
14/10/06,Middlesbrough,Everton,9,12,6,8,10,13,12,9,1,0,0,0,2.6,3.1,2.7,2,1,H
14/10/06,Portsmouth,West Ham,18,6,6,3,4,4,20,11,4,4,0,0,2.0,3.2,3.75,2,0,H
14/10/06,Reading,Chelsea,5,7,0,4,8,5,16,7,3,2,1,1,7.5,4.33,1.4,0,1,A
14/10/06,Wigan,Man United,6,12,2,5,2,5,7,8,0,2,0,0,6.0,3.8,1.53,1,3,A
15/10/06,Newcastle,Bolton,10,7,3,5,3,3,21,15,3,3,0,0,2.25,3.2,3.1,1,2,A
16/10/06,Fulham,Charlton,11,10,6,3,3,6,9,12,1,3,0,0,2.1,3.1,3.6,2,1,H
21/10/06,Aston Villa,Fulham,3,5,1,2,4,1,12,13,0,2,0,0,1.72,3.4,5.0,1,1,D
21/10/06,Charlton,Watford,16,8,8,3,9,9,13,17,2,0,0,0,1.9,3.25,4.0,0,0,D
21/10/06,Chelsea,Portsmouth,26,10,18,1,9,5,6,12,3,2,0,0,1.28,5.0,10.0,2,1,H
21/10/06,Everton,Sheffield United,13,10,5,4,4,3,13,11,0,1,0,1,1.57,3.5,6.5,2,0,H
21/10/06,Wigan,Man City,12,9,5,4,3,5,14,13,1,1,0,0,2.3,3.1,3.1,4,0,H
22/10/06,Blackburn,Bolton,24,8,11,7,7,8,12,16,2,2,0,1,2.37,3.1,2.75,0,1,A
22/10/06,Man United,Liverpool,10,13,8,5,5,5,14,21,1,3,0,0,1.9,3.25,4.0,2,0,H
22/10/06,Middlesbrough,Newcastle,19,13,8,4,8,4,17,13,2,0,0,0,2.4,3.1,2.87,1,0,H
22/10/06,Reading,Arsenal,3,16,1,9,10,2,6,6,0,0,0,0,5.5,3.6,1.61,0,4,A
22/10/06,Tottenham,West Ham,13,5,5,2,9,9,14,15,3,4,0,0,1.8,3.3,4.5,1,0,H
28/10/06,Arsenal,Everton,26,2,12,2,16,3,6,21,2,3,0,0,1.4,4.0,9.0,1,1,D
28/10/06,Bolton,Man United,8,15,3,10,7,2,18,11,2,2,0,0,4.33,3.3,1.83,0,4,A
28/10/06,Fulham,Wigan,4,15,1,7,5,4,11,12,1,2,0,0,2.1,3.25,3.4,0,1,A
28/10/06,Liverpool,Aston Villa,19,7,6,5,8,4,11,17,0,1,0,0,1.53,3.6,6.5,3,1,H
28/10/06,Newcastle,Charlton,20,8,10,4,10,3,12,9,1,1,0,0,1.8,3.3,4.5,0,0,D
28/10/06,Portsmouth,Reading,18,8,12,4,5,13,18,6,0,0,0,0,1.8,3.3,4.5,3,1,H
28/10/06,Sheffield United,Chelsea,6,10,2,7,8,7,15,12,2,0,0,0,12.0,4.5,1.3,0,2,A
28/10/06,Watford,Tottenham,9,11,2,8,7,7,14,14,3,1,0,0,3.6,3.3,2.0,0,0,D
29/10/06,West Ham,Blackburn,9,13,5,7,5,8,16,10,1,1,0,0,2.5,3.2,2.75,2,1,H
30/10/06,Man City,Middlesbrough,14,4,5,0,9,1,16,22,2,4,0,0,2.37,3.1,3.0,1,0,H
04/11/06,Bolton,Wigan,13,9,5,3,5,3,15,14,1,2,0,0,1.9,3.25,4.0,0,1,A
04/11/06,Charlton,Man City,18,15,11,9,5,12,10,9,1,2,0,0,2.3,3.1,3.1,1,0,H
04/11/06,Fulham,Everton,5,5,3,3,4,10,8,17,0,1,0,0,2.8,3.1,2.5,1,0,H
04/11/06,Liverpool,Reading,21,5,10,2,9,6,8,14,0,2,0,0,1.33,4.5,9.5,2,0,H
04/11/06,Man United,Portsmouth,18,8,11,5,9,5,6,9,0,1,0,0,1.3,5.0,9.0,3,0,H
04/11/06,Newcastle,Sheffield United,11,12,3,6,7,0,16,12,3,2,0,0,1.72,3.4,5.0,0,1,A
04/11/06,Watford,Middlesbrough,14,5,6,2,10,4,15,15,1,1,0,0,2.6,3.0,2.8,2,0,H
05/11/06,Aston Villa,Blackburn,8,5,5,3,4,3,15,13,1,3,0,0,2.0,3.2,3.75,2,0,H
05/11/06,Tottenham,Chelsea,8,17,3,10,7,10,15,15,3,5,0,1,5.0,3.4,1.72,2,1,H
05/11/06,West Ham,Arsenal,11,11,5,5,8,3,11,8,3,2,0,0,5.5,3.6,1.61,1,0,H
11/11/06,Blackburn,Man United,9,14,4,7,6,4,17,8,4,3,0,0,5.5,3.6,1.61,0,1,A
11/11/06,Chelsea,Watford,14,2,8,1,9,4,13,14,1,1,0,0,1.12,7.0,23.0,4,0,H
11/11/06,Everton,Aston Villa,10,17,4,9,6,2,16,19,2,3,0,0,2.0,3.2,3.75,0,1,A
11/11/06,Man City,Newcastle,15,8,8,3,6,5,18,11,1,3,0,0,2.1,3.2,3.5,0,0,D
11/11/06,Middlesbrough,West Ham,11,11,8,7,7,1,7,10,1,3,0,0,2.2,3.2,3.25,1,0,H
11/11/06,Portsmouth,Fulham,23,7,12,4,19,5,11,7,0,3,0,0,1.83,3.3,4.33,1,1,D
11/11/06,Sheffield United,Bolton,8,6,4,4,4,5,5,6,1,1,0,0,2.9,3.2,2.37,2,2,D
11/11/06,Wigan,Charlton,8,7,5,4,2,3,18,11,2,0,0,0,1.9,3.25,4.0,3,2,H
12/11/06,Arsenal,Liverpool,7,10,7,4,2,6,7,12,2,3,0,0,2.0,3.2,3.75,3,0,H
12/11/06,Reading,Tottenham,8,9,4,3,7,2,14,7,1,1,0,0,3.1,3.2,2.25,3,1,H
18/11/06,Arsenal,Newcastle,23,2,10,1,11,1,10,9,2,5,0,0,1.25,5.0,13.0,1,1,D
18/11/06,Chelsea,West Ham,19,7,9,1,5,6,10,8,1,4,0,0,1.18,5.75,17.0,1,0,H
18/11/06,Everton,Bolton,9,13,2,2,5,8,18,14,3,0,0,0,2.4,3.2,2.87,1,0,H
18/11/06,Man City,Fulham,15,7,7,2,5,0,22,12,1,1,0,0,2.1,3.2,3.5,3,1,H
18/11/06,Middlesbrough,Liverpool,1,17,1,10,2,12,14,3,0,0,0,0,3.75,3.2,2.0,0,0,D
18/11/06,Portsmouth,Watford,17,8,11,4,9,5,14,18,1,3,0,0,1.61,3.6,5.5,2,1,H
18/11/06,Reading,Charlton,11,4,4,2,4,9,6,11,0,3,0,0,1.9,3.25,4.0,2,0,H
18/11/06,Sheffield United,Man United,5,22,3,15,0,14,19,10,1,1,0,0,9.0,4.33,1.36,1,2,A
19/11/06,Blackburn,Tottenham,6,13,3,5,4,5,17,16,0,1,1,1,2.4,3.2,2.87,1,1,D
19/11/06,Wigan,Aston Villa,14,7,5,3,6,6,6,11,1,0,0,0,2.37,3.2,2.9,0,0,D
25/11/06,Aston Villa,Middlesbrough,11,9,4,4,9,4,18,11,1,3,0,0,1.8,3.3,4.5,1,1,D
25/11/06,Bolton,Arsenal,10,14,8,7,7,11,11,8,3,4,0,0,3.6,3.3,2.0,3,1,H
25/11/06,Charlton,Everton,16,9,8,6,6,7,16,13,2,0,0,0,2.7,3.25,2.5,1,1,D
25/11/06,Fulham,Reading,10,8,4,2,4,3,6,14,0,3,1,0,2.2,3.1,3.3,0,1,A
25/11/06,Liverpool,Man City,12,6,6,2,8,2,9,20,2,1,0,0,1.44,3.75,8.5,1,0,H
25/11/06,West Ham,Sheffield United,12,13,7,5,5,9,16,22,2,4,0,0,1.8,3.3,4.5,1,0,H
26/11/06,Man United,Chelsea,8,13,5,7,3,2,16,12,1,3,0,0,2.5,3.1,2.8,1,1,D
26/11/06,Newcastle,Portsmouth,13,7,10,2,10,3,13,12,2,2,0,0,2.3,3.1,3.1,1,0,H
26/11/06,Tottenham,Wigan,11,10,6,5,3,2,12,17,2,4,0,0,1.8,3.3,4.5,3,1,H
28/11/06,Watford,Sheffield United,9,17,6,7,6,1,20,10,3,1,1,0,2.2,3.1,3.3,0,1,A
29/11/06,Aston Villa,Man City,6,11,4,8,1,5,15,11,1,0,0,0,1.83,3.3,4.33,1,3,A
29/11/06,Bolton,Chelsea,9,16,3,10,3,5,13,13,3,1,0,0,5.0,3.6,1.66,0,1,A
29/11/06,Fulham,Arsenal,13,7,7,2,6,6,17,15,4,5,0,1,6.0,3.6,1.57,2,1,H
29/11/06,Liverpool,Portsmouth,15,3,4,1,5,1,13,13,1,3,0,0,1.44,4.0,7.5,0,0,D
29/11/06,Man United,Everton,18,7,6,4,3,2,15,15,1,1,0,0,1.33,4.5,9.5,3,0,H
02/12/06,Arsenal,Tottenham,6,7,5,4,3,2,15,15,1,2,0,0,1.66,3.5,5.0,3,0,H
02/12/06,Blackburn,Fulham,10,4,6,2,3,3,19,13,2,2,0,0,1.9,3.25,4.0,2,0,H
02/12/06,Middlesbrough,Man United,13,11,5,7,6,9,12,16,2,3,0,0,6.0,3.6,1.57,1,2,A
02/12/06,Portsmouth,Aston Villa,18,8,6,4,6,7,14,19,2,4,1,0,2.2,3.2,3.25,2,2,D
02/12/06,Reading,Bolton,10,12,3,7,5,4,11,15,0,3,0,0,2.4,3.2,2.87,1,0,H
02/12/06,Sheffield United,Charlton,26,8,10,4,12,3,11,14,1,1,0,0,2.2,3.1,3.3,2,1,H
02/12/06,Wigan,Liverpool,15,9,6,6,8,2,9,14,2,2,0,0,3.75,3.2,2.0,0,4,A
03/12/06,Everton,West Ham,8,16,5,11,3,14,16,9,2,2,0,0,1.9,3.25,4.0,2,0,H
04/12/06,Man City,Watford,14,6,12,4,9,8,12,16,1,3,0,0,1.57,3.6,6.0,0,0,D
05/12/06,Charlton,Blackburn,13,5,10,3,5,4,10,12,1,2,0,0,2.5,3.1,2.8,1,0,H
05/12/06,Tottenham,Middlesbrough,22,6,11,3,7,5,10,16,0,3,1,1,1.72,3.4,5.0,2,1,H
06/12/06,Newcastle,Reading,14,14,8,5,1,8,11,13,1,1,0,0,1.9,3.25,4.0,3,2,H
06/12/06,West Ham,Wigan,13,9,6,4,7,9,12,16,0,3,0,0,2.0,3.3,3.6,0,2,A
09/12/06,Blackburn,Newcastle,13,16,7,8,7,4,10,5,1,2,1,0,2.15,3.25,3.4,1,3,A
09/12/06,Bolton,West Ham,17,3,10,1,4,3,11,11,2,2,0,0,1.75,3.3,5.0,4,0,H
09/12/06,Liverpool,Fulham,32,5,19,3,14,1,7,8,1,1,0,0,1.33,4.5,9.5,4,0,H
09/12/06,Man United,Man City,20,15,11,7,7,4,15,19,1,3,0,1,1.36,4.33,9.0,3,1,H
09/12/06,Middlesbrough,Wigan,13,8,7,3,7,4,10,7,2,1,0,0,2.05,3.2,3.6,1,1,D
09/12/06,Portsmouth,Everton,13,12,8,5,6,4,20,11,2,4,0,0,2.2,3.2,3.25,2,0,H
09/12/06,Tottenham,Charlton,13,12,9,3,5,9,7,11,2,4,0,0,1.53,4.0,6.0,5,1,H
09/12/06,Watford,Reading,8,6,5,1,2,5,14,12,0,1,0,0,2.6,3.2,2.62,0,0,D
10/12/06,Chelsea,Arsenal,20,11,7,4,4,5,16,16,2,2,0,0,1.72,3.4,5.0,1,1,D
11/12/06,Sheffield United,Aston Villa,16,7,10,5,10,4,11,16,2,1,0,0,2.62,3.2,2.6,2,2,D
13/12/06,Chelsea,Newcastle,15,6,8,1,7,2,16,13,2,2,0,0,1.2,6.0,13.0,1,0,H
13/12/06,Wigan,Arsenal,15,9,7,3,4,7,10,7,1,0,0,0,4.75,3.5,1.72,0,1,A
16/12/06,Arsenal,Portsmouth,14,7,8,5,7,4,13,13,0,2,0,0,1.4,4.33,7.5,2,2,D
16/12/06,Aston Villa,Bolton,15,7,9,3,8,2,16,19,0,4,0,0,2.4,3.2,2.87,0,1,A
16/12/06,Charlton,Liverpool,7,22,2,10,2,8,9,5,1,1,0,0,6.0,3.8,1.53,0,3,A
16/12/06,Newcastle,Watford,11,11,6,8,4,8,7,18,0,0,0,0,1.72,3.4,5.0,2,1,H
16/12/06,Reading,Blackburn,10,10,5,7,9,3,17,8,1,2,0,0,2.1,3.25,3.4,1,2,A
16/12/06,Wigan,Sheffield United,14,11,6,7,6,2,10,12,0,2,0,0,1.8,3.4,4.33,0,1,A
17/12/06,Everton,Chelsea,3,18,1,9,5,6,17,8,1,1,0,0,5.5,3.8,1.57,2,3,A
17/12/06,Man City,Tottenham,10,11,4,7,6,3,13,11,1,0,0,0,2.5,3.2,2.75,1,2,A
17/12/06,West Ham,Man United,10,19,4,11,1,11,25,10,3,2,0,0,6.5,4.0,1.44,1,0,H
18/12/06,Fulham,Middlesbrough,11,16,6,10,5,6,19,16,0,0,0,0,2.25,3.2,3.1,2,1,H
23/12/06,Arsenal,Blackburn,18,11,12,7,7,6,14,14,3,3,0,0,1.33,4.5,9.5,6,2,H
23/12/06,Aston Villa,Man United,11,14,3,10,6,8,12,11,2,2,0,0,5.5,3.6,1.61,0,3,A
23/12/06,Fulham,West Ham,11,13,7,4,2,7,17,17,1,2,0,1,2.37,3.25,2.87,0,0,D
23/12/06,Liverpool,Watford,15,7,10,4,7,6,10,17,0,0,0,0,1.2,6.0,13.0,2,0,H
23/12/06,Man City,Bolton,5,9,3,3,8,2,23,16,1,3,1,0,2.4,3.25,2.87,0,2,A
23/12/06,Middlesbrough,Charlton,16,8,9,6,11,4,1,9,0,1,0,0,1.72,3.4,5.0,2,0,H
23/12/06,Newcastle,Tottenham,12,17,9,6,5,5,12,18,1,1,0,0,2.5,3.2,2.75,3,1,H
23/12/06,Portsmouth,Sheffield United,13,11,6,6,6,3,14,6,0,2,0,0,1.66,3.6,5.0,3,1,H
23/12/06,Reading,Everton,11,10,7,7,12,4,10,6,0,0,0,0,2.3,3.25,3.0,0,2,A
23/12/06,Wigan,Chelsea,14,8,6,5,3,6,10,10,3,4,0,0,7.5,4.33,1.4,2,3,A
26/12/06,Blackburn,Liverpool,8,18,4,12,3,5,13,6,3,2,0,0,4.2,3.4,1.83,1,0,H
26/12/06,Bolton,Newcastle,10,10,7,5,5,2,15,14,3,3,0,0,1.9,3.3,4.0,2,1,H
26/12/06,Chelsea,Reading,16,6,5,1,6,7,14,9,1,1,0,0,1.18,6.0,15.0,2,2,D
26/12/06,Everton,Middlesbrough,10,7,4,2,12,2,12,17,2,1,0,0,1.83,3.25,4.5,0,0,D
26/12/06,Man United,Wigan,17,6,8,3,8,1,12,14,0,0,0,0,1.18,6.0,15.0,3,1,H
26/12/06,Sheffield United,Man City,19,11,13,8,8,5,7,9,2,1,0,0,2.3,3.25,3.0,0,1,A
26/12/06,Tottenham,Aston Villa,12,9,10,7,4,4,12,14,1,2,0,0,1.8,3.2,4.75,2,1,H
26/12/06,Watford,Arsenal,6,16,3,8,7,5,11,6,2,0,0,0,8.0,4.2,1.4,1,2,A
26/12/06,West Ham,Portsmouth,14,12,7,6,6,4,12,13,2,1,0,0,2.25,3.2,3.1,1,2,A
27/12/06,Charlton,Fulham,12,15,7,9,4,9,14,15,0,0,0,0,2.5,3.25,2.7,2,2,D
30/12/06,Blackburn,Middlesbrough,14,8,7,5,6,3,16,21,1,3,0,0,2.0,3.2,3.75,2,1,H
30/12/06,Bolton,Portsmouth,12,14,7,7,8,7,11,13,0,1,0,0,2.0,3.2,3.75,3,2,H
30/12/06,Charlton,Aston Villa,14,6,8,2,7,4,10,10,2,1,0,1,2.6,3.2,2.62,2,1,H
30/12/06,Chelsea,Fulham,15,11,4,6,5,5,14,11,1,1,0,0,1.14,6.5,21.0,2,2,D
30/12/06,Everton,Newcastle,16,7,9,3,7,12,7,11,2,3,0,0,2.1,3.25,3.4,3,0,H
30/12/06,Man United,Reading,28,7,12,3,13,4,9,11,1,2,0,1,1.2,6.0,13.0,3,2,H
30/12/06,Sheffield United,Arsenal,11,9,5,4,5,9,11,5,2,3,0,0,6.0,4.0,1.5,1,0,H
30/12/06,Tottenham,Liverpool,9,10,3,5,2,3,5,21,0,0,0,0,2.6,3.2,2.62,0,1,A
30/12/06,West Ham,Man City,12,7,6,5,6,2,12,15,1,2,0,0,2.1,3.2,3.5,0,1,A
01/01/07,Fulham,Watford,16,13,4,5,6,7,6,17,1,2,0,1,1.66,3.4,5.5,0,0,D
01/01/07,Liverpool,Bolton,19,1,9,0,8,8,18,12,0,3,0,0,1.61,3.4,6.0,3,0,H
01/01/07,Man City,Everton,11,15,7,5,4,6,13,13,2,3,0,0,2.37,3.2,2.9,2,1,H
01/01/07,Middlesbrough,Sheffield United,13,6,7,3,7,3,10,11,2,1,0,0,1.8,3.4,4.5,3,1,H
01/01/07,Newcastle,Man United,8,20,8,8,1,10,11,10,1,2,0,0,6.5,3.75,1.53,2,2,D
01/01/07,Portsmouth,Tottenham,15,9,9,7,10,6,12,12,1,4,0,0,2.4,3.2,2.87,1,1,D
01/01/07,Reading,West Ham,18,9,9,3,3,3,6,13,1,0,0,0,2.1,3.2,3.5,6,0,H
01/01/07,Wigan,Blackburn,14,8,5,5,5,5,10,16,0,5,0,0,2.37,3.2,2.9,0,3,A
02/01/07,Arsenal,Charlton,16,4,10,2,8,2,13,9,0,1,0,1,1.22,5.5,13.0,4,0,H
02/01/07,Aston Villa,Chelsea,4,22,2,12,5,8,7,13,1,3,0,0,6.5,3.75,1.53,0,0,D
13/01/07,Blackburn,Arsenal,13,6,7,4,8,2,15,5,4,0,0,1,4.2,3.4,1.83,0,2,A
13/01/07,Bolton,Man City,8,7,4,0,5,2,14,13,2,2,0,0,1.8,3.25,4.75,0,0,D
13/01/07,Charlton,Middlesbrough,16,12,9,9,5,3,12,15,3,1,0,0,2.5,3.2,2.75,1,3,A
13/01/07,Chelsea,Wigan,12,2,6,1,7,3,15,17,1,3,0,0,1.2,6.0,13.0,4,0,H
13/01/07,Man United,Aston Villa,27,7,17,5,8,4,8,15,1,1,0,0,1.25,5.5,11.0,3,1,H
13/01/07,Sheffield United,Portsmouth,6,13,3,6,2,10,14,19,0,2,0,0,2.6,3.2,2.62,1,1,D
13/01/07,Watford,Liverpool,8,22,4,13,3,12,9,10,0,0,0,0,6.5,3.75,1.53,0,3,A
13/01/07,West Ham,Fulham,10,9,7,6,8,5,20,21,3,6,1,0,2.1,3.3,3.4,3,3,D
14/01/07,Everton,Reading,14,7,7,3,8,5,12,17,2,2,0,0,2.0,3.2,3.75,1,1,D
14/01/07,Tottenham,Newcastle,25,12,17,7,5,3,8,9,1,4,0,0,1.8,3.4,4.5,2,3,A
20/01/07,Aston Villa,Watford,17,11,6,6,7,6,11,20,2,0,0,0,1.57,3.6,6.0,2,0,H
20/01/07,Fulham,Tottenham,9,9,3,4,5,6,14,16,3,2,1,0,2.87,3.2,2.4,1,1,D
20/01/07,Liverpool,Chelsea,17,11,8,3,3,7,10,17,0,1,0,0,2.87,3.0,2.5,2,0,H
20/01/07,Man City,Blackburn,13,12,9,5,6,3,14,11,1,3,0,0,2.25,3.2,3.1,0,3,A
20/01/07,Middlesbrough,Bolton,10,11,5,5,1,8,12,13,1,3,0,1,2.5,3.2,2.75,5,1,H
20/01/07,Newcastle,West Ham,14,12,7,7,10,2,16,26,3,4,0,0,1.8,3.4,4.33,2,2,D
